id,name,G08,lat,lon,HI08,AM08,AS08,HP08,BL08,WH08,TR08,leaidC_SEDA,WH_tot,WB_dissim,WH_dissim,WB_exp,WH_exp,G08_alg_p,G08_access_p,HI08_alg_p,BL08_alg_p,WH08_alg_p,WB_diff,WH_diff,WB_n,WH_n,WB_access,WH_access
170993000836,Hearst Elem School,11,41.808523,-87.74598,4,0,0,0,7,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000837,Hedges Elem School,52,41.807497,-87.673249,50,0,0,0,1,1,0,1709930,1,0,0,.01923077,.01923077,0,0,0,0,0,0,0,1,1,0,0
170993000840,Hefferan Elem School,34,41.878461,-87.735682,0,0,0,0,34,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000842,Henderson Elem School,33,41.79067,-87.67213,3,0,0,0,29,0,1,1709930,0,,,,,.39393941,1,.66666669,.34482759,,,,0,0,0,0
170993000847,Herzl Elem School,39,41.861834,-87.718251,2,0,0,0,37,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000851,Harlan Community Academy HS,17,41.718684,-87.62118200000001,2,0,0,0,15,0,0,1709930,0,,,,,1,1,1,1,,,,0,0,0,0
170993000855,Higgins Elem Community Academy,21,41.68114,-87.647334,1,0,0,0,20,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000856,King Academy of Social Justice,15,41.765448,-87.641312,0,0,0,0,15,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000857,Hitch Elem School,45,41.983825,-87.778853,12,0,6,1,3,22,1,1709930,22,0,0,.48888889,.48888889,.48888889,1,.33333334,.66666669,.45454547,-.21212122,.12121212,3,12,0,0
170993000858,Holden Elem School,46,41.838222,-87.654032,32,0,10,0,2,2,0,1709930,2,0,0,.043478262,.043478262,.17391305,1,.125,0,0,0,-.125,2,2,0,0
170993000859,Earhart Elem Opt for Knowl School,20,41.726319,-87.58272700000001,1,0,0,0,19,0,0,1709930,0,,,,,1,1,1,1,,,,0,0,0,0
170993000860,Keller Elem Gifted Magnet School,32,41.697345,-87.696907,6,0,1,0,11,14,0,1709930,14,0,0,.4375,.4375,.375,1,.33333334,.18181819,.5,.31818181,.16666666,11,6,0,0
170993000861,Holmes Elem School,15,41.793566,-87.649376,0,0,0,0,15,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000862,Howe Elem School,58,41.893355,-87.759468,1,0,0,0,57,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000864,Hoyne Elem School,28,41.733143,-87.567618,0,0,0,0,27,0,1,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000865,Hughes  C Elem School,22,41.860262,-87.731658,0,0,0,0,21,0,1,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000866,Hurley Elem School,77,41.766559,-87.719404,77,0,0,0,0,0,0,1709930,0,,,,,.32467532,1,.32467532,,,,,0,0,0,0
170993000867,Irving Elem School,56,41.871947,-87.683533,10,0,0,1,42,2,1,1709930,2,0,0,.035714287,.035714287,0,0,0,0,0,0,0,2,2,0,0
170993000868,Jackson A Elem Language Acad,62,41.874773,-87.6609,20,0,9,0,24,9,0,1709930,9,0,0,.14516129,.14516129,.48387095,1,.34999999,.29166666,.77777779,.48611113,.4277778,9,9,0,0
170993000869,Jahn Elem School,26,41.939151,-87.675336,21,0,0,0,5,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000870,Jamieson Elem School,69,41.984301,-87.701055,23,0,16,0,3,24,3,1709930,24,0,0,.34782609,.34782609,.42028984,1,.30434781,0,.41666666,.41666666,.11231884,3,23,0,0
170993000874,Jenner Elem Academy of the Arts,15,41.90223,-87.640804,0,0,0,0,15,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000875,Jensen Elem Scholastic Academy,44,41.87403,-87.70165,0,0,0,0,43,0,1,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000878,Pilsen Elem Community Academy,40,41.858902,-87.662376,38,0,0,0,2,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000880,Johnson Elem School,38,41.862009,-87.703284,0,0,0,0,38,0,0,1709930,0,,,,,.81578946,1,,.81578946,,,,0,0,0,0
170993000881,Jungman Elem School,27,41.858538,-87.652366,23,2,0,0,2,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000882,Kellogg Elem School,28,41.725361,-87.676738,3,0,0,0,19,4,2,1709930,4,0,0,.14285715,.14285715,.21428572,1,.66666669,.21052632,0,-.21052632,-.66666669,4,3,0,0
170993000883,Kershaw Elem School,24,41.776569,-87.641074,0,0,0,0,24,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000884,Addams Elem School,83,41.698602,-87.53353,80,0,0,0,2,0,1,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000886,Kilmer Elem School,59,42.003815,-87.668346,36,0,8,0,11,3,1,1709930,3,0,0,.050847456,.050847456,0,0,0,0,0,0,0,3,3,0,0
170993000890,Kinzie Elem School,71,41.78964,-87.778775,51,2,0,0,1,17,0,1709930,17,0,0,.23943663,.23943663,.30985916,1,.3137255,0,.23529412,.23529412,-.078431383,1,17,0,0
170993000892,Kipling Elem School,41,41.72423,-87.63945,0,0,0,1,40,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000894,Jefferson Alt High School,6,41.867844,-87.680852,1,0,0,0,5,0,0,1709930,0,,,,,.33333334,1,0,.40000001,,,,0,0,0,0
170993000898,Wildwood Elem School,55,42.007324,-87.778733,18,0,6,0,3,23,5,1709930,23,0,0,.41818181,.41818181,1,1,1,1,1,0,0,3,18,0,0
170993000899,Hughes L Elem School,32,41.7046,-87.629831,0,0,0,0,32,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000901,Lozano Elem Bilingual & Intl Ctr,24,41.908922,-87.665144,19,0,0,0,5,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000903,Kozminski Elem Community Academy,36,41.798313,-87.60247699999999,0,0,0,0,36,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000905,LaSalle Elem Language Academy,59,41.913309,-87.637564,16,0,5,0,17,18,3,1709930,18,0,0,.30508474,.30508474,.47457626,1,.4375,.23529412,.55555558,.32026148,.11805558,17,16,0,0
170993000907,Lawndale Elem Community Academy,40,41.86297,-87.71299999999999,0,0,0,0,40,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000911,Lewis Elem School,55,41.907035,-87.754319,9,0,0,0,45,1,0,1709930,1,0,0,.018181818,.018181818,0,0,0,0,0,0,0,1,1,0,0
170993000914,Courtenay Elem Language Arts Ctr,45,41.962114,-87.66373,19,0,0,0,24,2,0,1709930,2,0,0,.044444446,.044444446,.42222223,1,.52631581,.29166666,1,.70833337,.47368419,2,2,0,0
170993000916,Libby Elem School,34,41.797507,-87.65990600000001,6,0,0,0,28,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000918,Lincoln Elem School,82,41.92447,-87.644257,6,1,5,0,11,55,4,1709930,55,0,0,.67073172,.67073172,.78048778,1,.66666669,.63636363,.83636361,.19999999,.16969693,11,6,0,0
170993000919,Linne Elem School,63,41.940396,-87.70227800000001,62,0,0,0,1,0,0,1709930,0,,,,,.55555558,1,.54838711,1,,,,0,0,0,0
170993000923,Kelvyn Park High School,67,41.927431,-87.735989,63,1,0,0,2,1,0,1709930,1,0,0,.014925373,.014925373,.19402985,1,.15873016,1,1,0,.84126985,1,1,0,0
170993000925,Kenwood Academy High School,131,41.803203,-87.589208,8,0,8,0,98,14,3,1709930,14,0,0,.10687023,.10687023,.83206105,1,.875,.86734694,.5,-.36734694,-.375,14,8,0,0
170993000927,Locke  J Elem School,128,41.931411,-87.79552,103,3,4,1,2,14,1,1709930,14,0,0,.109375,.109375,.28125,1,.27184466,0,.2857143,.2857143,.013869643,2,14,0,0
170993000928,Smith  W Elem School,27,41.708023,-87.605442,0,0,0,0,27,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000929,Lovett Elem School,44,41.91241,-87.784198,3,0,0,0,40,0,1,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000930,Lowell Elem School,44,41.906569,-87.709853,31,0,0,1,10,1,1,1709930,1,0,0,.022727273,.022727273,0,0,0,0,0,0,0,1,1,0,0
170993000934,Lyon Elem School,148,41.933732,-87.776308,129,3,3,0,3,9,1,1709930,9,0,0,.060810812,.060810812,.25,1,.21705426,0,.44444445,.44444445,.22739018,3,9,0,0
170993000935,Madison Elem School,17,41.759948,-87.59054999999999,0,0,0,0,16,0,1,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000936,Manierre Elem School,17,41.907821,-87.640143,2,0,0,0,15,0,0,1709930,0,,,,,.88235295,1,1,.86666667,,,,0,0,0,0
170993000937,Mann Elem School,30,41.748721,-87.574958,0,0,0,0,30,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000939,Marsh Elem School,95,41.716913,-87.553321,86,1,0,0,8,0,0,1709930,0,,,,,1,1,1,1,,,,0,0,0,0
170993000940,Marquette Elem School,106,41.774222,-87.697245,68,1,0,1,34,1,1,1709930,1,0,0,.0094339624,.0094339624,0,0,0,0,0,0,0,1,1,0,0
170993000942,Lane Technical High School,115,41.945534,-87.690939,25,0,13,1,12,54,10,1709930,54,0,0,.46956521,.46956521,.57391304,1,.63999999,.41666666,.57407409,.15740743,-.065925896,12,25,0,0
170993000944,Mason Elem School,41,41.856529,-87.730639,0,0,0,0,41,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000950,Mayer Elem School,31,41.922985,-87.65745,8,0,2,0,15,6,0,1709930,6,0,0,.19354838,.19354838,.87096775,1,1,.86666667,.66666669,-.19999999,-.33333331,6,6,0,0
170993000952,McClellan Elem School,26,41.830283,-87.64098799999999,16,0,1,0,6,2,1,1709930,2,0,0,.07692308,.07692308,.23076923,1,.25,.33333334,0,-.33333334,-.25,2,2,0,0
170993000956,McCutcheon Elem School,39,41.97076,-87.654668,8,0,9,0,21,1,0,1709930,1,0,0,.025641026,.025641026,0,0,0,0,0,0,0,1,1,0,0
170993000958,McKay Elem School,59,41.767523,-87.69139800000001,13,0,0,0,46,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000959,McPherson Elem School,82,41.968393,-87.67639200000001,64,0,6,0,4,8,0,1709930,8,0,0,.097560972,.097560972,.25609756,1,.203125,.5,.25,-.25,.046875,4,8,0,0
170993000963,Melody Elem School,50,41.878854,-87.724524,1,0,0,0,49,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000964,Talcott Elem School,44,41.892528,-87.674217,41,0,0,0,3,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000965,Mitchell Elem School,31,41.891968,-87.683447,26,0,0,0,3,1,1,1709930,1,0,0,.032258064,.032258064,.45161289,1,.38461539,1,1,0,.61538458,1,1,0,0
170993000966,Mollison Elem School,45,41.81416,-87.61558100000001,0,0,0,0,45,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000968,Monroe Elem School,100,41.929636,-87.71883099999999,96,0,0,0,3,1,0,1709930,1,0,0,.0099999998,.0099999998,.25,1,.26041666,0,0,0,-.26041666,1,1,0,0
170993000969,Moos Elem School,52,41.9129,-87.69620500000001,43,1,0,0,7,1,0,1709930,1,0,0,.01923077,.01923077,.25,1,.23255815,.2857143,1,.71428573,.76744187,1,1,0,0
170993000970,Morrill Elem Math & Sci School,79,41.783865,-87.688321,46,0,0,0,33,0,0,1709930,0,,,,,1,1,1,1,,,,0,0,0,0
170993000971,Inter-American Elem Magnet School,54,41.937646,-87.65386,52,0,1,0,0,0,1,1709930,0,,,,,.3888889,1,.36538461,,,,,0,0,0,0
170993000974,Mount Greenwood Elem School,98,41.696052,-87.70536800000001,15,3,3,1,1,73,2,1709930,73,0,0,.74489796,.74489796,.36734694,1,.46666667,0,.34246576,.34246576,-.12420091,1,15,0,0
170993000978,Mount Vernon Elem School,25,41.702346,-87.648172,0,0,0,0,25,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000979,Mozart Elem School,69,41.921363,-87.722398,61,0,0,0,6,2,0,1709930,2,0,0,.028985508,.028985508,0,0,0,0,0,0,0,2,2,0,0
170993000981,Brown R Elem Community Acad,24,41.664843,-87.63847,0,0,0,0,24,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000983,Murphy Elem School,33,41.949733,-87.717162,28,0,1,0,2,2,0,1709930,2,0,0,.060606062,.060606062,0,0,0,0,0,0,0,2,2,0,0
170993000984,Murray Elem Language Academy,49,41.798256,-87.59265600000001,2,0,0,0,44,1,2,1709930,1,0,0,.020408163,.020408163,.48979592,1,0,.5,0,-.5,0,1,1,0,0
170993000985,Nash Elem School,24,41.892004,-87.747294,3,0,0,0,20,0,1,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000987,Neil Elem School,28,41.738969,-87.620847,1,0,0,0,27,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993000988,Nettelhorst Elem School,54,41.941417,-87.64471,16,0,3,0,3,30,2,1709930,30,0,0,.55555558,.55555558,.53703701,1,.25,.66666669,.63333333,-.033333361,.38333333,3,16,0,0
170993000991,Newberry Elem Math & Science Acad,52,41.914133,-87.646648,16,0,2,1,26,6,1,1709930,6,0,0,.11538462,.11538462,1,1,1,1,1,0,0,6,6,0,0
170993000992,Nightingale Elem School,122,41.798246,-87.68931600000001,121,0,0,0,0,0,1,1709930,0,,,,,.20491803,1,.20661157,,,,,0,0,0,0
170993000993,Carver Primary School,34,41.653175,-87.600803,0,0,0,0,34,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993000996,Nobel Elem School,77,41.905809,-87.729694,68,0,0,0,8,1,0,1709930,1,0,0,.012987013,.012987013,.50649351,1,.54411763,.25,0,-.25,-.54411763,1,1,0,0
170993000997,Norwood Park Elem School,25,41.989209,-87.802573,5,0,0,0,0,18,2,1709930,18,,0,,.72000003,.92000002,1,1,,.8888889,,-.1111111,0,5,0,0
170993001001,Armour Elem School,25,41.834048,-87.65000000000001,22,0,1,0,1,1,0,1709930,1,0,0,.039999999,.039999999,0,0,0,0,0,0,0,1,1,0,0
170993001002,Morgan Park High School,35,41.692074,-87.665296,1,0,0,0,34,0,0,1709930,0,,,,,1,1,1,1,,,,0,0,0,0
170993001004,Oglesby Elem School,42,41.754755,-87.64595799999999,0,0,0,0,42,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001005,OKeeffe Elem School,41,41.76868,-87.572987,0,0,0,0,41,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001009,Onahan Elem School,63,41.994054,-87.79249900000001,17,0,2,0,0,41,3,1709930,41,,0,,.65079367,.53968257,1,.41176471,,.53658539,,.12482068,0,17,0,0
170993001010,Oriole Park Elem School,68,41.978473,-87.812286,17,0,6,0,1,44,0,1709930,44,0,0,.64705884,.64705884,.9852941,1,.94117647,1,1,0,.058823526,1,17,0,0
170993001011,Piccolo Elem Specialty School,43,41.900322,-87.731926,11,0,0,0,32,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001012,Otis Elem School,60,41.891635,-87.66525900000001,41,0,0,0,16,2,1,1709930,2,0,0,.033333335,.033333335,0,0,0,0,0,0,0,2,2,0,0
170993001013,OToole Elem School,46,41.774615,-87.675359,0,0,0,0,46,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001015,Owen Elem Scholastic Academy,26,41.742947,-87.705322,4,0,0,0,21,0,1,1709930,0,,,,,1,1,1,1,,,,0,0,0,0
170993001017,Palmer Elem School,83,41.972658,-87.73891,38,2,13,1,2,25,2,1709930,25,0,0,.30120483,.30120483,.38554215,1,.34210527,0,.28,.28,-.062105268,2,25,0,0
170993001019,Parker Elem Community Academy,38,41.769372,-87.634789,4,0,0,0,34,0,0,1709930,0,,,,,.34210527,1,0,.38235295,,,,0,0,0,0
170993001021,Park Manor Elem School,28,41.766642,-87.611518,2,0,0,0,26,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001022,Parkside Elem Community Academy,11,41.768918,-87.583169,0,0,0,0,11,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001023,Pasteur Elem School,115,41.786716,-87.732372,106,0,2,1,2,4,0,1709930,4,0,0,.034782607,.034782607,.18260869,1,.17924528,0,.5,.5,.32075471,2,4,0,0
170993001025,Peck Elem School,150,41.787997,-87.719779,145,2,1,0,1,1,0,1709930,1,0,0,.0066666668,.0066666668,.23999999,1,.23448277,0,1,1,.76551723,1,1,0,0
170993001027,Peirce Elem Intl Studies School,86,41.983009,-87.66597299999999,59,2,13,0,3,6,3,1709930,6,0,0,.069767445,.069767445,.43023255,1,.32203391,1,.33333334,-.66666663,.011299431,3,6,0,0
170993001028,Penn Elem School,20,41.858652,-87.72143300000001,4,0,0,0,16,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001031,Washington  H Elem School,42,41.728506,-87.596525,0,0,0,0,42,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001032,Pershing Elem Humanities Magnet,38,41.83593,-87.618651,0,0,0,0,37,1,0,1709930,1,0,,.02631579,,0,0,,0,0,0,,1,0,0,0
170993001033,Peterson Elem School,109,41.98191,-87.712627,32,0,33,0,7,30,7,1709930,30,0,0,.27522936,.27522936,.25688073,1,.0625,.2857143,.53333336,.24761906,.47083336,7,30,0,0
170993001034,Pickard Elem School,53,41.852758,-87.683393,51,0,0,0,2,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001037,Plamondon Elem School,19,41.860383,-87.692707,11,0,0,0,7,0,1,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001039,Portage Park Elem School,99,41.957228,-87.760414,57,2,3,1,2,32,2,1709930,32,0,0,.32323232,.32323232,.34343433,1,.28070176,0,.40625,.40625,.12554824,2,32,0,0
170993001040,Prescott Elem School,18,41.929025,-87.66924400000001,10,0,0,0,4,3,1,1709930,3,0,0,.16666667,.16666667,0,0,0,0,0,0,0,3,3,0,0
170993001043,Prussing Elem School,64,41.965563,-87.772682,31,0,3,0,0,30,0,1709930,30,,0,,.46875,.3125,1,.12903225,,.43333334,,.30430108,0,30,0,0
170993001044,Tanner Elem School,29,41.760591,-87.60686,0,0,0,0,29,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001045,Pulaski Intl Sch of Chicago,94,41.918773,-87.682851,88,0,1,0,1,3,1,1709930,3,0,0,.031914894,.031914894,.63829786,1,.625,1,.66666669,-.33333331,.041666687,1,3,0,0
170993001046,Pullman Elem School,20,41.688955,-87.60925500000001,5,0,0,0,15,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001047,Ray Elem School,58,41.792299,-87.59444499999999,1,0,2,0,53,0,2,1709930,0,,,,,.10344828,1,0,.075471699,,,,0,0,0,0
170993001050,Ravenswood Elem School,37,41.961059,-87.67106200000001,19,0,1,0,6,9,2,1709930,9,0,0,.24324325,.24324325,.2972973,1,.21052632,0,.44444445,.44444445,.23391813,6,9,0,0
170993001052,Reavis Elem Math & Sci Spec Schl,22,41.804425,-87.605396,0,0,0,1,21,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001054,Reilly Elem School,101,41.941766,-87.719314,86,2,1,1,2,9,0,1709930,9,0,0,.089108914,.089108914,.25742576,1,.22093023,0,.44444445,.44444445,.22351421,2,9,0,0
170993001055,Reinberg Elem School,83,41.942571,-87.768418,57,0,1,0,1,23,1,1709930,23,0,0,.27710843,.27710843,.3493976,1,.33333334,0,.43478259,.43478259,.10144925,1,23,0,0
170993001056,Revere Elem School,16,41.764492,-87.600307,0,0,0,0,16,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001059,Rogers Elem School,73,42.015254,-87.69677400000001,34,1,21,0,5,12,0,1709930,12,0,0,.16438356,.16438356,0,0,0,0,0,0,0,5,12,0,0
170993001064,Ruggles Elem School,41,41.752045,-87.61762899999999,0,0,0,0,41,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001065,Ryder Elem Math & Sci Spec School,37,41.735189,-87.63963800000001,2,0,0,0,35,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001067,Sauganash Elem School,62,41.991297,-87.74629899999999,16,0,18,0,2,25,1,1709930,25,0,0,.40322581,.40322581,.41935483,1,.25,1,.40000001,-.60000002,.15000001,2,16,0,0
170993001068,Sawyer Elem School,183,41.79766,-87.705142,179,0,0,0,1,3,0,1709930,3,0,0,.016393442,.016393442,.20218579,1,.20670392,0,0,0,-.20670392,1,3,0,0
170993001070,Sayre Elem Language Academy,40,41.913706,-87.7992,15,0,1,0,21,3,0,1709930,3,0,0,.075000003,.075000003,0,0,0,0,0,0,0,3,3,0,0
170993001071,Ashe Elem School,47,41.739787,-87.60103599999999,0,0,0,0,47,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001073,Scammon Elem School,113,41.941445,-87.732913,107,1,1,0,0,3,1,1709930,3,,0,,.026548672,.24778761,1,.26168224,,0,,-.26168224,0,3,0,0
170993001077,Schmid Elem School,18,41.717238,-87.59631,0,0,0,0,17,0,1,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001080,Seward Elem Communication Arts Ac,78,41.80982,-87.66888299999999,77,0,0,0,0,1,0,1709930,1,,0,,.012820513,.21794872,1,.20779221,,1,,.79220778,0,1,0,0
170993001083,Sheridan Elem Math & Science Acad,59,41.844195,-87.64122500000001,16,0,14,0,17,10,2,1709930,10,0,0,.16949153,.16949153,.25423729,1,.125,0,.40000001,.40000001,.27500001,10,10,0,0
170993001084,Mireles Elem Academy,70,41.73139,-87.552866,30,0,0,0,38,2,0,1709930,2,0,0,.028571429,.028571429,0,0,0,0,0,0,0,2,2,0,0
170993001085,Sherman Elem School,27,41.799911,-87.650319,3,0,0,0,24,0,0,1709930,0,,,,,0,0,0,0,,,,0,0,0,0
170993001087,Sherwood Elem School,36,41.790505,-87.632031,0,0,0,0,36,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001091,Jackson M Elem School,34,41.733978,-87.64659500000001,0,0,0,0,34,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001095,Shoop Math-Sci Tech Elem Academy,33,41.691375,-87.658587,0,0,0,0,33,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001096,Skinner Elem School,58,41.880825,-87.65951,8,0,14,0,24,9,3,1709930,9,0,0,.15517241,.15517241,.94827586,1,.875,1,.8888889,-.1111111,.013888896,9,8,0,0
170993001097,Smyser Elem School,95,41.958924,-87.78245,49,0,2,0,0,44,0,1709930,44,,0,,.46315789,.35789475,1,.20408164,,.5,,.29591835,0,44,0,0
170993001098,Smyth  J Elem School,34,41.865216,-87.65386700000001,1,0,0,0,33,0,0,1709930,0,,,,,.32352942,1,0,.33333334,,,,0,0,0,0
170993001100,Solomon Elem School,32,41.994254,-87.724429,5,0,12,0,3,11,1,1709930,11,0,0,.34375,.34375,.65625,1,.80000001,0,.63636363,.63636363,-.16363639,3,5,0,0
170993001101,Spencer Technology Acad Elem Sch,63,41.884948,-87.750744,0,0,0,0,63,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001102,Stagg Elem School,38,41.758905,-87.64923,0,0,0,0,38,0,0,1709930,0,,,,,0,0,,0,,,,0,0,0,0
170993001103,Stevenson Elem School,149,41.746865,-87.731849,137,2,0,0,5,5,0,1709930,5,0,0,.033557046,.033557046,.20134228,1,.20437956,0,0,0,-.20437956,5,5,0,0
170993001105,Stone Elem Scholastic Academy,89,41.995496,-87.684574,18,0,26,0,18,25,2,1709930,25,0,0,.28089887,.28089887,.38202247,1,.27777779,.22222222,.63999999,.41777778,.36222219,18,18,0,0
170993001106,Spry Elem Community School,63,41.848535,-87.698075,63,0,0,0,0,0,0,1709930,0,,,,,0,0,0,,,,,0,0,0,0
